county,precinct,office,district,party,candidate,votes,,
Graham,Indiana Township,U.S. Senate,,L,Randall Batson,1,,
Graham,Millbrook Township,U.S. Senate,,L,Randall Batson,1,,
Graham,Morlan Township,U.S. Senate,,L,Randall Batson,1,,
Graham,Nicodemus Township  H110,U.S. Senate,,L,Randall Batson,0,,
Graham,Nicodemus Township H118,U.S. Senate,,L,Randall Batson,1,,
Graham,Pioneer Township,U.S. Senate,,L,Randall Batson,0,,
Graham,Solomon Township,U.S. Senate,,L,Randall Batson,5,,
Graham,Wildhorse Township,U.S. Senate,,L,Randall Batson,8,,
Graham,Allodium Township,U.S. House,1,R,Tim Huelskamp,15,,
Graham,Bryant Township,U.S. House,1,R,Tim Huelskamp,29,,
Graham,Gettysburg Township,U.S. House,1,R,Tim Huelskamp,35,,
Graham,Graham Township,U.S. House,1,R,Tim Huelskamp,20,,
Graham,Happy Township,U.S. House,1,R,Tim Huelskamp,27,,
Graham,Hill City Precinct 1 H110,U.S. House,1,R,Tim Huelskamp,58,,
Graham,Hill City twp 71 H118,U.S. House,1,R,Tim Huelskamp,7,,
Graham,Hill City Precinct 2 H110,U.S. House,1,R,Tim Huelskamp,281,,
Graham,Hill City twp 72 H118,U.S. House,1,R,Tim Huelskamp,5,,
Graham,Hill City Precinct 3 H110,U.S. House,1,R,Tim Huelskamp,99,,
Graham,Hill City twp 73 H118,U.S. House,1,R,Tim Huelskamp,18,,
Graham,Indiana Township,U.S. House,1,R,Tim Huelskamp,14,,
Graham,Millbrook Township,U.S. House,1,R,Tim Huelskamp,58,,
Graham,Morlan Township,U.S. House,1,R,Tim Huelskamp,28,,
Graham,Nicodemus Township  H110,U.S. House,1,R,Tim Huelskamp,3,,
Graham,Nicodemus Township H118,U.S. House,1,R,Tim Huelskamp,3,,
Graham,Pioneer Township,U.S. House,1,R,Tim Huelskamp,17,,
Graham,Solomon Township,U.S. House,1,R,Tim Huelskamp,79,,
Graham,Wildhorse Township,U.S. House,1,R,Tim Huelskamp,58,,
Graham,Allodium Township,U.S. House,1,D,James Sherow,2,,
Graham,Bryant Township,U.S. House,1,D,James Sherow,4,,
Graham,Gettysburg Township,U.S. House,1,D,James Sherow,4,,
Graham,Graham Township,U.S. House,1,D,James Sherow,6,,
Graham,Happy Township,U.S. House,1,D,James Sherow,4,,
Graham,Hill City Precinct 1 H110,U.S. House,1,D,James Sherow,28,,
Graham,Hill City twp 71 H118,U.S. House,1,D,James Sherow,0,,
Graham,Hill City Precinct 2 H110,U.S. House,1,D,James Sherow,114,,
Graham,Hill City twp 72 H118,U.S. House,1,D,James Sherow,3,,
Graham,Hill City Precinct 3 H110,U.S. House,1,D,James Sherow,40,,
Graham,Hill City twp 73 H118,U.S. House,1,D,James Sherow,6,,
Graham,Indiana Township,U.S. House,1,D,James Sherow,2,,
Graham,Millbrook Township,U.S. House,1,D,James Sherow,8,,
Graham,Morlan Township,U.S. House,1,D,James Sherow,1,,
Graham,Nicodemus Township  H110,U.S. House,1,D,James Sherow,3,,
Graham,Nicodemus Township H118,U.S. House,1,D,James Sherow,8,,
Graham,Pioneer Township,U.S. House,1,D,James Sherow,1,,
Graham,Solomon Township,U.S. House,1,D,James Sherow,11,,
Graham,Wildhorse Township,U.S. House,1,D,James Sherow,36,,
Graham,Allodium Township,Governor,,R ,Sam Brownback,15,,
Graham,Bryant Township,Governor,,R ,Sam Brownback,29,,
Graham,Gettysburg Township,Governor,,R ,Sam Brownback,26,,
Graham,Graham Township,Governor,,R ,Sam Brownback,17,,
Graham,Happy Township,Governor,,R ,Sam Brownback,24,,
Graham,Hill City Precinct 1 H110,Governor,,R ,Sam Brownback,46,,
Graham,Hill City twp 71 H118,Governor,,R ,Sam Brownback,7,,
Graham,Hill City Precinct 2 H110,Governor,,R ,Sam Brownback,244,,
Graham,Hill City twp 72 H118,Governor,,R ,Sam Brownback,3,,
Graham,Hill City Precinct 3 H110,Governor,,R ,Sam Brownback,92,,
Graham,Hill City twp 73 H118,Governor,,R ,Sam Brownback,15,,
Graham,Indiana Township,Governor,,R ,Sam Brownback,10,,
Graham,Millbrook Township,Governor,,R ,Sam Brownback,51,,
Graham,Morlan Township,Governor,,R ,Sam Brownback,28,,
Graham,Nicodemus Township  H110,Governor,,R ,Sam Brownback,6,,
Graham,Nicodemus Township H118,Governor,,R ,Sam Brownback,3,,
Graham,Pioneer Township,Governor,,R ,Sam Brownback,13,,
Graham,Solomon Township,Governor,,R ,Sam Brownback,71,,
Graham,Wildhorse Township,Governor,,R ,Sam Brownback,43,,
Graham,Allodium Township,Governor,,D,Paul Davis,0,,
Graham,Bryant Township,Governor,,D,Paul Davis,4,,
Graham,Gettysburg Township,Governor,,D,Paul Davis,10,,
Graham,Graham Township,Governor,,D,Paul Davis,8,,
Graham,Happy Township,Governor,,D,Paul Davis,7,,
Graham,Hill City Precinct 1 H110,Governor,,D,Paul Davis,34,,
Graham,Hill City twp 71 H118,Governor,,D,Paul Davis,0,,
Graham,Hill City Precinct 2 H110,Governor,,D,Paul Davis,155,,
Graham,Hill City twp 72 H118,Governor,,D,Paul Davis,4,,
Graham,Hill City Precinct 3 H110,Governor,,D,Paul Davis,44,,
Graham,Hill City twp 73 H118,Governor,,D,Paul Davis,10,,
Graham,Indiana Township,Governor,,D,Paul Davis,5,,
Graham,Millbrook Township,Governor,,D,Paul Davis,12,,
Graham,Morlan Township,Governor,,D,Paul Davis,1,,
Graham,Nicodemus Township  H110,Governor,,D,Paul Davis,1,,
Graham,Nicodemus Township H118,Governor,,D,Paul Davis,6,,
Graham,Pioneer Township,Governor,,D,Paul Davis,4,,
Graham,Solomon Township,Governor,,D,Paul Davis,20,,
Graham,Wildhorse Township,Governor,,D,Paul Davis,40,,
Graham,Allodium Township,Governor,,L,Keen Umbehr,1,,
Graham,Bryant Township,Governor,,L,Keen Umbehr,0,,
Graham,Gettysburg Township,Governor,,L,Keen Umbehr,3,,
Graham,Graham Township,Governor,,L,Keen Umbehr,1,,
Graham,Happy Township,Governor,,L,Keen Umbehr,0,,
Graham,Hill City Precinct 1 H110,Governor,,L,Keen Umbehr,5,,
Graham,Hill City twp 71 H118,Governor,,L,Keen Umbehr,0,,
Graham,Hill City Precinct 2 H110,Governor,,L,Keen Umbehr,10,,
Graham,Hill City twp 72 H118,Governor,,L,Keen Umbehr,2,,
Graham,Hill City Precinct 3 H110,Governor,,L,Keen Umbehr,8,,
Graham,Hill City twp 73 H118,Governor,,L,Keen Umbehr,1,,
Graham,Indiana Township,Governor,,L,Keen Umbehr,1,,
Graham,Millbrook Township,Governor,,L,Keen Umbehr,4,,
Graham,Morlan Township,Governor,,L,Keen Umbehr,0,,
Graham,Nicodemus Township  H110,Governor,,L,Keen Umbehr,0,,
Graham,Nicodemus Township H118,Governor,,L,Keen Umbehr,2,,
Graham,Pioneer Township,Governor,,L,Keen Umbehr,2,,
Graham,Solomon Township,Governor,,L,Keen Umbehr,4,,
Graham,Wildhorse Township,Governor,,L,Keen Umbehr,13,,
Graham,Allodium Township,Secretary of State,,R,Kris Kobach,14,,
Graham,Bryant Township,Secretary of State,,R,Kris Kobach,27,,
Graham,Gettysburg Township,Secretary of State,,R,Kris Kobach,28,,
Graham,Graham Township,Secretary of State,,R,Kris Kobach,19,,
Graham,Happy Township,Secretary of State,,R,Kris Kobach,26,,
Graham,Hill City Precinct 1 H110,Secretary of State,,R,Kris Kobach,61,,
Graham,Hill City twp 71 H118,Secretary of State,,R,Kris Kobach,7,,
Graham,Hill City Precinct 2 H110,Secretary of State,,R,Kris Kobach,287,,
Graham,Hill City twp 72 H118,Secretary of State,,R,Kris Kobach,8,,
Graham,Hill City Precinct 3 H110,Secretary of State,,R,Kris Kobach,104,,
Graham,Hill City twp 73 H118,Secretary of State,,R,Kris Kobach,16,,
Graham,Indiana Township,Secretary of State,,R,Kris Kobach,13,,
Graham,Millbrook Township,Secretary of State,,R,Kris Kobach,55,,
Graham,Morlan Township,Secretary of State,,R,Kris Kobach,27,,
Graham,Nicodemus Township  H110,Secretary of State,,R,Kris Kobach,6,,
Graham,Nicodemus Township H118,Secretary of State,,R,Kris Kobach,3,,
Graham,Pioneer Township,Secretary of State,,R,Kris Kobach,16,,
Graham,Solomon Township,Secretary of State,,R,Kris Kobach,77,,
Graham,Wildhorse Township,Secretary of State,,R,Kris Kobach,61,,
Graham,Allodium Township,Secretary of State,,D,Jean Schodorf,3,,
Graham,Bryant Township,Secretary of State,,D,Jean Schodorf,5,,
Graham,Gettysburg Township,Secretary of State,,D,Jean Schodorf,10,,
Graham,Graham Township,Secretary of State,,D,Jean Schodorf,7,,
Graham,Happy Township,Secretary of State,,D,Jean Schodorf,4,,
Graham,Hill City Precinct 1 H110,Secretary of State,,D,Jean Schodorf,23,,
Graham,Hill City twp 71 H118,Secretary of State,,D,Jean Schodorf,0,,
Graham,Hill City Precinct 2 H110,Secretary of State,,D,Jean Schodorf,112,,
Graham,Hill City twp 72 H118,Secretary of State,,D,Jean Schodorf,1,,
Graham,Hill City Precinct 3 H110,Secretary of State,,D,Jean Schodorf,36,,
Graham,Hill City twp 73 H118,Secretary of State,,D,Jean Schodorf,10,,
Graham,Indiana Township,Secretary of State,,D,Jean Schodorf,3,,
Graham,Millbrook Township,Secretary of State,,D,Jean Schodorf,12,,
Graham,Morlan Township,Secretary of State,,D,Jean Schodorf,1,,
Graham,Nicodemus Township  H110,Secretary of State,,D,Jean Schodorf,1,,
Graham,Nicodemus Township H118,Secretary of State,,D,Jean Schodorf,7,,
Graham,Pioneer Township,Secretary of State,,D,Jean Schodorf,2,,
Graham,Solomon Township,Secretary of State,,D,Jean Schodorf,13,,
Graham,Wildhorse Township,Secretary of State,,D,Jean Schodorf,37,,
Graham,Allodium Township,Attorney General,,R,Derek Schmidt,17,,
Graham,Bryant Township,Attorney General,,R,Derek Schmidt,28,,
Graham,Gettysburg Township,Attorney General,,R,Derek Schmidt,35,,
Graham,Graham Township,Attorney General,,R,Derek Schmidt,23,,
Graham,Happy Township,Attorney General,,R,Derek Schmidt,26,,
Graham,Hill City Precinct 1 H110,Attorney General,,R,Derek Schmidt,65,,
Graham,Hill City twp 71 H118,Attorney General,,R,Derek Schmidt,6,,
Graham,Hill City Precinct 2 H110,Attorney General,,R,Derek Schmidt,313,,
Graham,Hill City twp 72 H118,Attorney General,,R,Derek Schmidt,8,,
Graham,Hill City Precinct 3 H110,Attorney General,,R,Derek Schmidt,112,,
Graham,Hill City twp 73 H118,Attorney General,,R,Derek Schmidt,19,,
Graham,Indiana Township,Attorney General,,R,Derek Schmidt,13,,
Graham,Millbrook Township,Attorney General,,R,Derek Schmidt,58,,
Graham,Morlan Township,Attorney General,,R,Derek Schmidt,26,,
Graham,Nicodemus Township  H110,Attorney General,,R,Derek Schmidt,4,,
Graham,Nicodemus Township H118,Attorney General,,R,Derek Schmidt,5,,
Graham,Pioneer Township,Attorney General,,R,Derek Schmidt,15,,
Graham,Solomon Township,Attorney General,,R,Derek Schmidt,79,,
Graham,Wildhorse Township,Attorney General,,R,Derek Schmidt,71,,
Graham,Allodium Township,Attorney General,,D,AJ Kotich,0,,
Graham,Bryant Township,Attorney General,,D,AJ Kotich,4,,
Graham,Gettysburg Township,Attorney General,,D,AJ Kotich,3,,
Graham,Graham Township,Attorney General,,D,AJ Kotich,3,,
Graham,Happy Township,Attorney General,,D,AJ Kotich,4,,
Graham,Hill City Precinct 1 H110,Attorney General,,D,AJ Kotich,19,,
Graham,Hill City twp 71 H118,Attorney General,,D,AJ Kotich,0,,
Graham,Hill City Precinct 2 H110,Attorney General,,D,AJ Kotich,76,,
Graham,Hill City twp 72 H118,Attorney General,,D,AJ Kotich,1,,
Graham,Hill City Precinct 3 H110,Attorney General,,D,AJ Kotich,26,,
Graham,Hill City twp 73 H118,Attorney General,,D,AJ Kotich,8,,
Graham,Indiana Township,Attorney General,,D,AJ Kotich,3,,
Graham,Millbrook Township,Attorney General,,D,AJ Kotich,8,,
Graham,Morlan Township,Attorney General,,D,AJ Kotich,2,,
Graham,Nicodemus Township  H110,Attorney General,,D,AJ Kotich,3,,
Graham,Nicodemus Township H118,Attorney General,,D,AJ Kotich,5,,
Graham,Pioneer Township,Attorney General,,D,AJ Kotich,1,,
Graham,Solomon Township,Attorney General,,D,AJ Kotich,9,,
Graham,Wildhorse Township,Attorney General,,D,AJ Kotich,25,,
Graham,Allodium Township,State Treasurer,,R,Ron Estes,14,,
Graham,Bryant Township,State Treasurer,,R,Ron Estes,28,,
Graham,Gettysburg Township,State Treasurer,,R,Ron Estes,34,,
Graham,Graham Township,State Treasurer,,R,Ron Estes,21,,
Graham,Happy Township,State Treasurer,,R,Ron Estes,26,,
Graham,Hill City Precinct 1 H110,State Treasurer,,R,Ron Estes,66,,
Graham,Hill City twp 71 H118,State Treasurer,,R,Ron Estes,7,,
Graham,Hill City Precinct 2 H110,State Treasurer,,R,Ron Estes,310,,
Graham,Hill City twp 72 H118,State Treasurer,,R,Ron Estes,8,,
Graham,Hill City Precinct 3 H110,State Treasurer,,R,Ron Estes,109,,
Graham,Hill City twp 73 H118,State Treasurer,,R,Ron Estes,20,,
Graham,Indiana Township,State Treasurer,,R,Ron Estes,12,,
Graham,Millbrook Township,State Treasurer,,R,Ron Estes,57,,
Graham,Morlan Township,State Treasurer,,R,Ron Estes,28,,
Graham,Nicodemus Township  H110,State Treasurer,,R,Ron Estes,6,,
Graham,Nicodemus Township H118,State Treasurer,,R,Ron Estes,3,,
Graham,Pioneer Township,State Treasurer,,R,Ron Estes,16,,
Graham,Solomon Township,State Treasurer,,R,Ron Estes,79,,
Graham,Wildhorse Township,State Treasurer,,R,Ron Estes,72,,
Graham,Allodium Township,State Treasurer,,D,Carmen Alldritt,2,,
Graham,Bryant Township,State Treasurer,,D,Carmen Alldritt,4,,
Graham,Gettysburg Township,State Treasurer,,D,Carmen Alldritt,4,,
Graham,Graham Township,State Treasurer,,D,Carmen Alldritt,4,,
Graham,Happy Township,State Treasurer,,D,Carmen Alldritt,5,,
Graham,Hill City Precinct 1 H110,State Treasurer,,D,Carmen Alldritt,18,,
Graham,Hill City twp 71 H118,State Treasurer,,D,Carmen Alldritt,0,,
Graham,Hill City Precinct 2 H110,State Treasurer,,D,Carmen Alldritt,84,,
Graham,Hill City twp 72 H118,State Treasurer,,D,Carmen Alldritt,1,,
Graham,Hill City Precinct 3 H110,State Treasurer,,D,Carmen Alldritt,30,,
Graham,Hill City twp 73 H118,State Treasurer,,D,Carmen Alldritt,5,,
Graham,Indiana Township,State Treasurer,,D,Carmen Alldritt,4,,
Graham,Millbrook Township,State Treasurer,,D,Carmen Alldritt,9,,
Graham,Morlan Township,State Treasurer,,D,Carmen Alldritt,0,,
Graham,Nicodemus Township  H110,State Treasurer,,D,Carmen Alldritt,1,,
Graham,Nicodemus Township H118,State Treasurer,,D,Carmen Alldritt,7,,
Graham,Pioneer Township,State Treasurer,,D,Carmen Alldritt,1,,
Graham,Solomon Township,State Treasurer,,D,Carmen Alldritt,10,,
Graham,Wildhorse Township,State Treasurer,,D,Carmen Alldritt,25,,
Graham,Allodium Township,Insurance Commissioner,,R,Ken Selzer,13,,
Graham,Bryant Township,Insurance Commissioner,,R,Ken Selzer,25,,
Graham,Gettysburg Township,Insurance Commissioner,,R,Ken Selzer,35,,
Graham,Graham Township,Insurance Commissioner,,R,Ken Selzer,22,,
Graham,Happy Township,Insurance Commissioner,,R,Ken Selzer,25,,
Graham,Hill City Precinct 1 H110,Insurance Commissioner,,R,Ken Selzer,56,,
Graham,Hill City twp 71 H118,Insurance Commissioner,,R,Ken Selzer,6,,
Graham,Hill City Precinct 2 H110,Insurance Commissioner,,R,Ken Selzer,276,,
Graham,Hill City twp 72 H118,Insurance Commissioner,,R,Ken Selzer,5,,
Graham,Hill City Precinct 3 H110,Insurance Commissioner,,R,Ken Selzer,99,,
Graham,Hill City twp 73 H118,Insurance Commissioner,,R,Ken Selzer,17,,
Graham,Indiana Township,Insurance Commissioner,,R,Ken Selzer,11,,
Graham,Millbrook Township,Insurance Commissioner,,R,Ken Selzer,55,,
Graham,Morlan Township,Insurance Commissioner,,R,Ken Selzer,27,,
Graham,Nicodemus Township  H110,Insurance Commissioner,,R,Ken Selzer,3,,
Graham,Nicodemus Township H118,Insurance Commissioner,,R,Ken Selzer,5,,
Graham,Pioneer Township,Insurance Commissioner,,R,Ken Selzer,14,,
Graham,Solomon Township,Insurance Commissioner,,R,Ken Selzer,76,,
Graham,Wildhorse Township,Insurance Commissioner,,R,Ken Selzer,63,,
Graham,Allodium Township,Insurance Commissioner,,D,Dennis Anderson,3,,
Graham,Bryant Township,Insurance Commissioner,,D,Dennis Anderson,5,,
Graham,Gettysburg Township,Insurance Commissioner,,D,Dennis Anderson,4,,
Graham,Graham Township,Insurance Commissioner,,D,Dennis Anderson,3,,
Graham,Happy Township,Insurance Commissioner,,D,Dennis Anderson,4,,
Graham,Hill City Precinct 1 H110,Insurance Commissioner,,D,Dennis Anderson,23,,
Graham,Hill City twp 71 H118,Insurance Commissioner,,D,Dennis Anderson,0,,
Graham,Hill City Precinct 2 H110,Insurance Commissioner,,D,Dennis Anderson,104,,
Graham,Hill City twp 72 H118,Insurance Commissioner,,D,Dennis Anderson,3,,
Graham,Hill City Precinct 3 H110,Insurance Commissioner,,D,Dennis Anderson,35,,
Graham,Hill City twp 73 H118,Insurance Commissioner,,D,Dennis Anderson,8,,
Graham,Indiana Township,Insurance Commissioner,,D,Dennis Anderson,5,,
Graham,Millbrook Township,Insurance Commissioner,,D,Dennis Anderson,9,,
Graham,Morlan Township,Insurance Commissioner,,D,Dennis Anderson,1,,
Graham,Nicodemus Township  H110,Insurance Commissioner,,D,Dennis Anderson,4,,
Graham,Nicodemus Township H118,Insurance Commissioner,,D,Dennis Anderson,6,,
Graham,Pioneer Township,Insurance Commissioner,,D,Dennis Anderson,2,,
Graham,Solomon Township,Insurance Commissioner,,D,Dennis Anderson,11,,
Graham,Wildhorse Township,Insurance Commissioner,,D,Dennis Anderson,30,,
Graham,Allodium Township,State House,H118,R,Don Hineman,13,,
Graham,Bryant Township,State House,H118,R,Don Hineman,30,,
Graham,Gettysburg Township,State House,H118,R,Don Hineman,37,,
Graham,Graham Township,State House,H118,R,Don Hineman,22,,
Graham,Happy Township,State House,H118,R,Don Hineman,30,,
Graham,Hill City Precinct 1 H110,State House,H110,R,Travis Couture-Lovelady,74,,
Graham,Hill City twp 71 H118,State House,H118,R,Don Hineman,5,,
Graham,Hill City Precinct 2 H110,State House,H110,R,Travis Couture-Lovelady,351,,
Graham,Hill City twp 72 H118,State House,H118,R,Don Hineman,7,,
Graham,Hill City Precinct 3 H110,State House,H110,R,Travis Couture-Lovelady,126,,
Graham,Hill City twp 73 H118,State House,H118,R,Don Hineman,21,,
Graham,Indiana Township,State House,H118,R,Don Hineman,15,,
Graham,Millbrook Township,State House,H118,R,Don Hineman,61,,
Graham,Morlan Township,State House,H118,R,Don Hineman,29,,
Graham,Nicodemus Township  H110,State House,H110,R,Travis Couture-Lovelady,6,,
Graham,Nicodemus Township H118,State House,H118,R,Don Hineman,10,,
Graham,Pioneer Township,State House,H118,R,Don Hineman,17,,
Graham,Solomon Township,State House,H118,R,Don Hineman,85,,
Graham,Wildhorse Township,State House,H118,R,Don Hineman,81,,
Graham,Hill City 2 H 110,U.S. House,1,wri,Brad Eckols,2,,
Graham,Hill City 2 H 110,Attorney General,,wri,Fred Pratt,1,,
Graham,Hill City 1 H 110,Insurance Commissioner,,wri,Clark Schultz,1,,
Graham,Hill City 3 H 110,State House,H110,wri,Bob Hooper,1,,
Graham,Hill City 2 H 110,State House,H110,wri,Fred Pratt,1,,
Graham,Hill City 2 H 110,State House,H110,wri,Sue Boldra,1,,
Graham,Hill City 2 H 110,State House,H110,wri,Diana Parker,1,,
Graham,Hill City 2 H 110,State House,H110,wri,Jay Nickelson,1,,
Graham,Hill City twp 73 H 118,State House,H118,wri,Travis Couture-Lovelady,1,,
